VannKraftverkID,Navn,VannKVType,VannKVTypeID,HovedEier,HovedEier_OrgNr,Fylke,FylkesNr,Kommune,KommuneNr,ForsteUtnyttelseAvFalletDato,DatoForEldsteKraftproduserendeDel,MaksYtelse,MidProd_91_20,BruttoFallhoyde_M,Slukeevne,EnEkv,ElspotomraadeNummer,RegineNr,ErIDrift,IDriftDato,Konsesjoner,Kraftverkstatus,NVEOmraadeID,NVEOmraadeNavn,Nedborsfeltnavn,SPPunkt,SPSone,UnderBygging,UteAvDrift,VassdragsOmraadeID,VassdragsOmraadeNavn
70,Eidet,Kraftverk,K,SKAGERAK KRAFT AS,979563531,Telemark ,40,Skien,03,1960,1960,2.3,15.945,5.02,60.0,0.0106,2,016.A122,True,1960-01-01T00:00:00,"[{'KdbID': 7831, 'Tittel': 'Eidet, Eidet I og Eidet II kraftverk, innkalling til konsesjonsbehandling vrl. § 66'}, {'KdbID': 8232, 'Tittel': 'Erverv av fallrettigheter for Eidet II kraftverk i Skiensfallene'}]",Idrift,,,Skiensvassdraget,01,078,False,,3,NVE - område: 3
1224,Eidsdal,Kraftverk,K,EIDSDAL KRAFTVERK AS,926707043,Møre og Romsdal,15,Fjord,78,2006,2006,6.085,23.629,196.0,3.59,0.471,3,099.1A,True,2006-09-27T00:00:00,"[{'KdbID': 4024, 'Tittel': 'Eidsdal kraftverk'}]",Idrift,,,Eidsdalselva,01,415,False,,8,NVE - område: 8
1453,Eidsetelva,Kraftverk,K,SMÅKRAFT AS,984616155,Møre og Romsdal,15,Volda,77,2011,2011,1.8,4.878,390.0,0.55,0.909,3,094.212,True,2011-09-07T00:00:00,"[{'KdbID': 4323, 'Tittel': 'Eidsetelva kraftverk'}]",Idrift,,,KYSTFELT,01,380,False,,13,NVE - område: 13
72,Eidsfoss,Kraftverk,K,NORSJØKRAFT AS,998890314,Telemark ,40,Nome,18,1964,1964,15.0,79.861,10.0,166.66,0.025,2,016.BA2,True,1964-12-14T00:00:00,"[{'KdbID': 6657, 'Tittel': 'Erverv av eiendomsrett til fall, Eidsfoss og Vrangfoss kr.v.'}]",Idrift,,,Skiensvassdraget,68,078,False,,3,NVE - område: 3
73,Eidsfoss,Kraftverk,K,JOTUN KRAFTPRODUKSJON AS,925604569,Innlandet,34,Vang,54,1956,1956,4.1,19.498,49.0,10.85,0.104,1,012.Q2,True,1956-01-01T00:00:00,"[{'KdbID': 1, 'Tittel': 'Regulering av Otrøvatn i  Begnavassdraget'}]",Idrift,,,Drammensvassdraget,45,043,False,,1,NVE - område: 1
1120,Eidsfoss,Kraftverk,K,Aktieselskapet Eidsfos Verk,911314436,Vestfold,39,Holmestrand,03,1903,1903,0.9,3.174,,,,2,012.AB6,True,1903-01-01T00:00:00,"[{'KdbID': 2975, 'Tittel': 'Opprusting av Eidsfoss kraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,3,NVE - område: 3
71,Eidsfossen,Kraftverk,K,GLOPPEN ENERGI AS,993039330,Vestland,46,Gloppen,50,1917,1949,9.94,62.677,33.8,34.5,0.079,3,087.A12,True,1949-01-01T00:00:00,"[{'KdbID': 8341, 'Tittel': 'Eidsfossen kraftverk'}]",Idrift,,,Breimsvassdraget,01,369,False,,13,NVE - område: 13
1380,Eidsfossen,Kraftverk,K,TRØNDERENERGI KRAFT AS,878631072,Trøndelag,50,Heim,55,1922,1922,0.4,1.671,31.0,2.0,,3,119.1C,True,1922-12-31T00:00:00,"[{'KdbID': 7224, 'Tittel': 'Revisjon av konsesjonsvilkår for reguleringer i Søavassdraget m.v.'}]",Idrift,,,Søa,,475,False,,8,NVE - område: 8
1828,Eidsland 1,Kraftverk,K,EIDSLAND ENERGI AS,921662114,Vestland,46,Vaksdal,28,2015,2015,0.46,2.019,123.0,0.42,0.304,5,063.A10,True,2015-06-29T00:00:00,"[{'KdbID': 3160, 'Tittel': 'Eidslandet minikraftverk'}]",Idrift,,,Eksingedalsvassdraget,,257,False,,6,NVE - område: 6
1964,Eidsland 2,Kraftverk,K,EIDSLAND ENERGI AS,921662114,Vestland,46,Vaksdal,28,2019,2019,0.63,1.312,243.0,0.32,0.547,5,063.A10,True,2019-12-20T00:00:00,"[{'KdbID': 5870, 'Tittel': 'Eidsland 2 kraftverk'}]",Idrift,,,Eksingedalsvassdraget,,257,False,,6,NVE - område: 6
864,Eikedalsvatten,Kraftverk,K,,,Møre og Romsdal,15,Molde,06,1986,1986,0.032,0.089,,,,3,104.B2,True,1986-01-01T00:00:00,[],Idrift,,,Eira,,437,False,,8,NVE - område: 8
74,Eikelandsosen,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Bjørnafjorden,24,1986,1986,30.0,94.992,500.0,7.2,1.15,2,055.2Z,True,1986-09-01T00:00:00,"[{'KdbID': 739, 'Tittel': 'Utbygging av Kvanndalsvassdraget, Erverv, regulering og ekspropr.'}]",Idrift,,,Eikelandsvassdraget,01,243,False,,5,NVE - område: 5
2078,Eikemo,Kraftverk,K,MIDT KRAFT AS,931652176,Vestland,46,Vaksdal,28,2023,2023,3.81,11.9,489.97,0.94,1.126,5,063.A4C,True,2023-01-20T00:00:00,"[{'KdbID': 4226, 'Tittel': 'Eikemo kraftverk'}, {'KdbID': 8837, 'Tittel': 'Planendring Eikemo kraftverk'}]",Idrift,,,Eksingedalsvassdraget,11,257,False,,6,NVE - område: 6
915,Eimstad,Kraftverk,K,,,Vestland,46,Voss,21,2002,2002,0.019,0.112,,,,5,062.E11,True,2002-01-01T00:00:00,"[{'KdbID': 2956, 'Tittel': 'Eimstad mikrokraftverk'}]",Idrift,,,Vossovassdraget,,254,False,,6,NVE - område: 6
2059,Einungstølsåna,Kraftverk,K,EINUNGSTØLSÅNA KRAFTVERK AS,925315184,Vestland,46,Ullensvang,18,2023,2023,2.8,8.7,174.95,1.85,0.42,2,036.G2,True,2023-06-21T00:00:00,"[{'KdbID': 4951, 'Tittel': 'Einungstølsåna småkraftverk'}]",Idrift,,,Suldalsvassdraget,,166,False,,3,NVE - område: 3
75,Einunna,Kraftverk,K,ØSTERDALEN KRAFTPRODUKSJON AS,980343235,Innlandet,34,Folldal,29,1955,2019,9.0,56.501,123.0,9.6,0.26,1,002.MBA4,True,2019-10-25T00:00:00,"[{'KdbID': 162, 'Tittel': 'Erverv av fall i Einunna fra Markbulien til Einunvangen'}, {'KdbID': 2633, 'Tittel': 'Erv.av fallrettighetene i  Einunna, endring av vilkår, Hedmark'}, {'KdbID': 7656, 'Tittel': 'Revisjon av konsesjonsvilkår for regulering av Savalen, Fundin og for delvis overføring av Glomma til Rendalen'}, {'KdbID': 7899, 'Tittel': 'Opprustning av Einunna kraftverk'}]",Idrift,,,Glommavassdraget,78,004,False,,1,NVE - område: 1
1739,Eiriksdal,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Vestland,46,Høyanger,38,2013,2013,80.0,298.924,570.4,16.0,1.389,3,079.BA2,True,2013-11-22T00:00:00,"[{'KdbID': 4086, 'Tittel': 'Eiriksdal kraftverk'}, {'KdbID': 8900, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Eiriksdal\xa0kraftverk\xa0-\xa0STATKRAFT ENERGI AS - Tapping under LRV ;  - 01.10.2022 til 01.10.2023- Referansenr:PCYBAW'}, {'KdbID': 9141, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Eiriksdal\xa0kraftverk\xa0-\xa0STATKRAFT ENERGI AS - Tapping under LRV ;  - 15.10.2023 til 30.12.2024- Referansenr:IQIMHC'}]",Idrift,,,Høyangervassdraget,06,327,False,,13,NVE - område: 13
1752,Eitro,Kraftverk,K,EITRO KRAFTVERK AS,890712592,Vestland,46,Bjørnafjorden,24,2013,2013,4.1,8.93,510.4,0.95,1.199,2,053.D3,True,2013-05-31T00:00:00,"[{'KdbID': 4714, 'Tittel': 'Eitro kraftverk'}]",Idrift,,,Sævareidvassdraget,03,242,False,,5,NVE - område: 5
1418,Ekkjestølen,Kraftverk,K,SMÅKRAFT AS,984616155,Vestland,46,Ullensvang,18,2009,2009,4.0,13.482,463.0,0.98,1.134,2,036.E2B,True,2009-03-04T00:00:00,"[{'KdbID': 4107, 'Tittel': 'Ekkjestølen kraftverk'}]",Idrift,,,Suldalsvassdraget,32,166,False,,3,NVE - område: 3
1907,Eldao,Kraftverk,K,ELDAO KRAFTVERK AS,913347412,Vestland,46,Luster,44,2018,2018,9.8,29.011,201.0,5.8,0.469,5,077.C4Z,True,2018-10-25T00:00:00,"[{'KdbID': 4657, 'Tittel': 'Eldeelvi kraftverk'}]",Idrift,,,Årøyvassdraget,05,312,False,,7,NVE - område: 7
2079,Elde,Kraftverk,K,ELDE KRAFT AS,923750738,Vestland,46,Bremanger,48,2022,2022,1.4,4.508,105.0,1.8,0.216,3,086.41Z,True,2022-06-27T00:00:00,"[{'KdbID': 5237, 'Tittel': 'Elde kraftverk'}, {'KdbID': 8189, 'Tittel': 'Elde kraftverk - økt slukeevne'}]",Idrift,,,Eldeelva,,999,False,,13,NVE - område: 13
1571,Eldrevatn,Kraftverk,K,ØSTFOLD ENERGI AS,879904412,Vestland,46,Lærdal,42,2013,2013,4.9,24.252,141.4,3.9,0.349,5,073.CD2A2A0,True,2013-10-28T00:00:00,"[{'KdbID': 4270, 'Tittel': 'Eldrevatn kraftverk'}, {'KdbID': 6039, 'Tittel': 'Eldrevatn kraftverk- erverv av fall'}]",Idrift,,,Lærdalsvassdraget,05,298,False,,2,NVE - område: 2
1622,Ellenelva,Kraftverk,K,NORDIC POWER AS,914341183,Troms,55,Tromsø,01,2012,2012,4.8,11.286,176.0,3.3,0.404,4,203.A0,True,2012-08-29T00:00:00,"[{'KdbID': 4998, 'Tittel': 'Ellenelva kraftverk'}]",Idrift,,,Lakselva,01,810,False,,11,NVE - område: 11
1167,Ellingsbekken,Kraftverk,K,KIÆR MYKLEBY Anders Kiær,961272432,Innlandet,34,Stor-Elvdal,23,2005,2005,0.037,0.086,24.0,0.2,,1,002.K6A2,True,2005-01-01T00:00:00,"[{'KdbID': 2853, 'Tittel': 'Mikrokraftverk i Ellingsbekken'}]",Idrift,,,Glommavassdraget,,004,False,,1,NVE - område: 1
1655,Embla,Kraftverk,K,EMBLA KRAFT AS,994230905,Møre og Romsdal,15,Stranda,25,2012,2012,4.9,11.226,411.65,1.5,0.907,3,098.3C,True,2012-08-15T00:00:00,"[{'KdbID': 4904, 'Tittel': 'Embla kraftverk'}]",Idrift,,,Storelva,05,409,False,,8,NVE - område: 8
76,Embretsfoss,Kraftverk,K,EMBRETSFOSSKRAFTVERKENE DA,996257959,Buskerud,33,Modum,16,1916,1954,71.0,337.228,16.3,475.0,0.042,1,012.C1,True,1954-01-01T00:00:00,"[{'KdbID': 729, 'Tittel': 'Erverv av fallrettigheter i Embretsfoss'}, {'KdbID': 4870, 'Tittel': 'Vurdering av konsesjonsplikt for Embretsfoss 4 kraftverk'}]",Idrift,,,Drammensvassdraget,04,043,False,,1,NVE - område: 1
1318,Engeset,Kraftverk,K,ENGESET KRAFT AS,987857048,Møre og Romsdal,15,Stranda,25,2007,2007,5.1,16.063,129.0,4.6,0.308,3,098.3AB,True,2007-01-17T00:00:00,"[{'KdbID': 4090, 'Tittel': 'Engeset kraftverk'}]",Idrift,,,Storelva,02,409,False,,8,NVE - område: 8
2039,Engesetelva,Kraftverk,K,SMÅKRAFT USPP 1 AS,928613313,Vestland,46,Gulen,35,2021,2021,3.24,9.631,318.5,1.2,0.75,5,069.31Z,True,2021-11-08T00:00:00,"[{'KdbID': 4874, 'Tittel': 'Engesetelva kraftverk'}]",Idrift,,,Storelva,,999,False,,6,NVE - område: 6
1083,Erdal,Kraftverk,K,ERDAL MINIKRAFT AS,986364366,Vestland,46,Eidfjord,19,2005,2005,0.725,3.773,132.0,0.7,0.288,5,050.3A,True,2005-05-02T00:00:00,"[{'KdbID': 2770, 'Tittel': 'Erdalselva minikraftverk'}]",Idrift,,,Erdalsvassdraget,,999,False,,2,NVE - område: 2
1554,Erfjord,Kraftverk,K,ERFJORD MIKROKRAFTVERK,992046376,Rogaland,11,Suldal,34,2008,2008,0.09,0.17,45.0,0.08,,2,035.8,True,2008-08-25T00:00:00,"[{'KdbID': 4060, 'Tittel': 'Bokslia mikrokraftverk'}]",Idrift,,,KYSTFELT,,999,False,,3,NVE - område: 3
933,Ervik,Kraftverk,K,,,Møre og Romsdal,15,Volda,77,1997,1997,0.012,0.029,,,,3,094.61,True,1997-01-01T00:00:00,"[{'KdbID': 2340, 'Tittel': 'Mikrokraftverk i elv fra Ervikvatn'}]",Idrift,,,KYSTFELT,,999,False,,8,NVE - område: 8
2098,Ervikselva,Kraftverk,K,ERVIKSELVA KRAFT AS,923366547,Vestland,46,Sunnfjord,47,2024,2024,5.5,16.7,177.17,3.7,0.413,3,084.61Z,True,2024-08-06T00:00:00,"[{'KdbID': 6985, 'Tittel': 'Ervikselva kraftverk'}]",Idrift,,,Soleimselva,,999,False,,13,NVE - område: 13
1930,Espeelvi,Kraftverk,K,ESPEELVI KRAFT AS,998805198,Vestland,46,Ullensvang,18,2018,2018,4.56,12.022,615.0,0.85,1.49,5,049.2A,True,2018-05-09T00:00:00,"[{'KdbID': 6119, 'Tittel': 'Espeelvi kraftverk'}]",Idrift,,,Espeelvi,,999,False,,6,NVE - område: 6
1695,Espeland,Kraftverk,K,BERGEN KOMMUNE,964338531,Vestland,46,Bergen,01,2012,2012,0.965,2.183,149.8,0.777,0.345,5,061.2AA2,True,2012-05-08T00:00:00,"[{'KdbID': 6017, 'Tittel': 'Espeland Kraftverk'}]",Idrift,,,Arnaelva,,999,False,,6,NVE - område: 6
1831,Espeland,Kraftverk,K,ESPELAND MINIKRAFTVERK AS,913377400,Vestland,46,Hyllestad,37,2015,2015,0.27,0.725,113.0,0.2,0.25,3,080.4Z,True,2015-09-25T00:00:00,"[{'KdbID': 4337, 'Tittel': 'Espeland minikraftverk'}]",Idrift,,,Lølandselva,,331,False,,13,NVE - område: 13
77,Evanger,Kraftverk,K,EVINY FORNYBAR AS,876944642,Vestland,46,Voss,21,1969,1969,330.0,1303.199,770.0,53.8,1.704,5,062.BA0,True,1969-03-03T00:00:00,"[{'KdbID': 376, 'Tittel': 'Reg. og overf. i Eksingedalsvassdraget, Evanger kraftv.'}, {'KdbID': 450, 'Tittel': 'Evanger kraftverk - Planendringer'}, {'KdbID': 963, 'Tittel': 'Reg. og overf. i Eksingedalsvassdr. - Evanger kraftstv., Planendr.'}, {'KdbID': 2078, 'Tittel': 'Korrigert manøvreringsreglement for Eksingedal-Evanger utb.'}, {'KdbID': 3003, 'Tittel': 'Overføring av Beinheller- og Blyfjellbekken til Evanger kr.v.'}, {'KdbID': 4030, 'Tittel': 'Økt regulering av Kvanngrøvatn, Modalsvassdraget i Hordaland'}, {'KdbID': 7525, 'Tittel': 'Grøndalen pumpestasjon, utskifting/totalrehabilitering og nytt tappeløp i dam Grøndalen'}]",Idrift,,,Vossovassdraget,11,254,False,,6,NVE - område: 6
1340,Evebøfossen,Kraftverk,K,GLOPPEN ENERGI AS,993039330,Vestland,46,Gloppen,50,1910,1910,0.38,2.078,6.0,8.0,0.0132,3,087.A121,True,1910-01-01T00:00:00,[],Idrift,,,Breimsvassdraget,30,369,False,,13,NVE - område: 13
78,Evenstad,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Froland,14,1904,1939,23.5,121.355,17.3,175.92,0.039,2,019.B42,True,1939-01-01T00:00:00,"[{'KdbID': 758, 'Tittel': 'Utvidelse av Evenstad Kraftverk i Arendalsvassdraget'}, {'KdbID': 8738, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Evenstad\xa0kraftverk\xa0-\xa0AGDER ENERGI VANNKRAFT AS - Tapping under LRV ;  - 06.06.2022 til 10.07.2022- Referansenr:USIERJ'}, {'KdbID': 8906, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Evenstad\xa0kraftverk\xa0-\xa0AGDER ENERGI VANNKRAFT AS - Tapping under LRV ;  - 04.10.2022 til 15.03.2023- Referansenr:JEFBZP'}]",Idrift,,,Arendalsvassdraget,03,105,False,,4,NVE - område: 4
1604,Fagerdalen,Kraftverk,K,FAGERDALEN KRAFTVERK AS,988198641,Vestland,46,Vaksdal,28,2007,2007,0.8,3.34,,,,5,063.A8Z,True,2007-10-01T00:00:00,"[{'KdbID': 4069, 'Tittel': 'Fagerdalen minikraftverk'}]",Idrift,,,Eksingedalsvassdraget,,257,False,,6,NVE - område: 6
1283,Fagerelva,Kraftverk,K,,,Vestland,46,Stad,49,2001,2001,0.035,0.116,,,,3,089.41,True,2001-01-01T00:00:00,"[{'KdbID': 2754, 'Tittel': 'Fagerelva mikrokraftverk'}]",Idrift,,,KYSTFELT,,999,False,,13,NVE - område: 13
79,Fagerli,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Fauske – Fuossko,41,1975,1975,48.0,282.489,231.69,24.0,0.556,4,164.D5,True,1975-06-01T00:00:00,"[{'KdbID': 135, 'Tittel': 'Erverv av bruksrett til statens fall i Balmivassdraget'}, {'KdbID': 2386, 'Tittel': 'Overf. Annabekken via Emmavatn til Dajavatn og Fagerli kr.verk'}]",Idrift,,,Sulitjelmavassdraget,11,698,False,,10,NVE - område: 10
1504,Fagerlid,Kraftverk,K,FAGERLID MINIKRAFTVERK AS,990281343,Vestland,46,Stad,49,2008,2008,0.32,0.791,,,,3,089.622Z,True,2008-08-28T00:00:00,"[{'KdbID': 4457, 'Tittel': 'Fagerlid minikraftverk'}]",Idrift,,,Totlandselva,,999,False,,13,NVE - område: 13
538,Fagervollan,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Rana,33,1990,1990,21.0,66.084,227.0,7.4,0.69,4,157.1B5A,True,1990-09-01T00:00:00,"[{'KdbID': 630, 'Tittel': 'Erverv og utbygging, Fagervollan kraftverk i Holmvassdraget'}, {'KdbID': 845, 'Tittel': 'Erverv. regulering og overføring av Holmvassdraget i Rana'}, {'KdbID': 2711, 'Tittel': 'Reg./overf. m.v. Isvatn, Lille Isvatn, Trolldalselva, Rundtuvvatn'}]",Idrift,,,Holmelva,02,658,False,,10,NVE - område: 10
1500,Fall,Kraftverk,K,VOKKS KRAFT AS,976550013,Innlandet,34,Søndre Land,47,2009,2009,5.5,22.311,237.0,3.0,0.509,1,012.EC520,True,2009-01-01T00:00:00,"[{'KdbID': 3729, 'Tittel': 'Fall kraftverk'}]",Idrift,,,Drammensvassdraget,14,043,False,,1,NVE - område: 1
80,Faslefoss,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Nord-Aurdal,51,1980,1980,17.8,79.641,37.5,60.29,0.082,1,012.K,True,1980-03-01T00:00:00,"[{'KdbID': 142, 'Tittel': 'Erverv og ekspropr. m.v. for utbygging av Faslefallene i Bægna'}]",Idrift,,,Drammensvassdraget,36,043,False,,1,NVE - område: 1
1788,Fatland,Kraftverk,K,FATLAND KRAFT AS,999330061,Vestland,46,Kvinnherad,17,2014,2014,0.975,2.88,156.8,0.88,0.308,2,042.62Z,True,2014-02-25T00:00:00,"[{'KdbID': 5154, 'Tittel': 'Stuve minikraftverk'}]",Idrift,,,Fatlandselva,,999,False,,5,NVE - område: 5
1041,Fausa I,Kraftverk,K,TUSSA ENERGI AS,876795442,Møre og Romsdal,15,Stranda,25,1929,1929,0.78,3.291,,,,3,098.2A,True,1929-01-01T00:00:00,[],Idrift,,,Fausaelva,,408,False,,8,NVE - område: 8
81,Fausa II,Kraftverk,K,TUSSA ENERGI AS,876795442,Møre og Romsdal,15,Stranda,25,1952,1952,7.0,40.536,330.0,2.5,0.678,3,098.2A,True,1952-01-01T00:00:00,"[{'KdbID': 9, 'Tittel': 'Overføring av Svartåa og Auskargrova til Fausavassdraget'}, {'KdbID': 145, 'Tittel': 'Regulering av Nysætervatn i Fausavassdraget'}, {'KdbID': 151, 'Tittel': 'Ytterligere regulering av Nysætervatn i Fausavassdraget'}]",Idrift,,,Fausaelva,01,408,False,,8,NVE - område: 8
228,Fellesanlegget Kykkelsrud-Fossumfoss,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Østfold,31,Indre Østfold,18,1963,1963,230.0,1233.026,27.0,1025.0,0.0623,1,002.B3,True,1963-01-01T00:00:00,"[{'KdbID': 2259, 'Tittel': 'Unntak fra kons.plikt/forkj.rett v/erv 28% av fellesanl Kykkelsrud'}, {'KdbID': 8037, 'Tittel': 'Nye Kykkelsrud kraftverk'}]",Idrift,,,Glommavassdraget,17,004,False,,1,NVE - område: 1
2115,Femangerlaks,Kraftverk,K,AS FEMANGERLAKS,939377697,Vestland,46,Bjørnafjorden,24,2022,2022,0.05,0.3,,,,2,053.7Z,True,2022-12-31T00:00:00,[],Idrift,,,Femangerelva,,999,False,,5,NVE - område: 5
2104,Fennefoss,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Evje og Hornnes,19,2023,2023,9.5,59.0,7.93,135.0,0.02,2,021.C11,True,2023-03-21T00:00:00,"[{'KdbID': 4872, 'Tittel': 'Fennefoss kraftverk'}, {'KdbID': 9362, 'Tittel': 'Midlertidig fravik fra man.regl. - Fennefoss\xa0kraftverk'}]",Idrift,,,Otra,08,115,False,,4,NVE - område: 4
82,Finndøla,Kraftverk,K,FINNDØLA KRAFTVERK DA,971037253,Telemark ,40,Fyresdal,32,1972,1972,108.0,296.525,298.0,42.97,0.698,2,019.DB22,True,1972-10-28T00:00:00,"[{'KdbID': 780, 'Tittel': 'Regulering av Hovatn, Fistøylvatn, og Rauvatn i Finndølavassdraget'}, {'KdbID': 781, 'Tittel': 'Ytterligere regulering og overføring i Finndølavassdraget'}, {'KdbID': 782, 'Tittel': 'Erverv av fallrettigheter i Finndøla m.v.'}, {'KdbID': 7172, 'Tittel': 'Revisjon av konsesjonsvilkår for regulering Hovatn, Fisstøylvatn og Raudvatn i Finndøla'}]",Idrift,,,Arendalsvassdraget,36,105,False,,3,NVE - område: 3
1469,Finnesetbekken,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Buskerud,33,Nesbyen,22,2011,2011,1.428,2.951,299.1,0.54,0.735,5,012.CC5B,True,2011-04-27T00:00:00,"[{'KdbID': 5419, 'Tittel': 'Finnesetbekken minikraftverk'}]",Idrift,,,Drammensvassdraget,87,043,False,,2,NVE - område: 2
83,Finså,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Sirdal,28,1963,1963,23.0,160.642,298.0,8.9,0.671,2,026.D42,True,1963-01-01T00:00:00,"[{'KdbID': 917, 'Tittel': 'Reg. og overføring i Finsåvassdraget, Lindåi, Hemså'}, {'KdbID': 1135, 'Tittel': 'Overf. av Forlibekken i Finsåvassdraget'}, {'KdbID': 1852, 'Tittel': 'Regulering av Bjørnestadvatn i Finsåen, Sira'}, {'KdbID': 6758, 'Tittel': 'Revisjon av konsesjonsvilkår - Finså'}]",Idrift,,,Sira,41,132,False,,4,NVE - område: 4
84,Fiskefjord,Kraftverk,K,NORDKRAFT MAGASIN AS,928657213,Nordland,18,Hadsel,66,1979,1979,1.5,4.079,60.0,2.89,0.143,4,178.42A,True,1979-01-01T00:00:00,[],Idrift,,,Fiskfjordelva,02,756,False,,11,NVE - område: 11
1936,Fiskløysa,Kraftverk,K,SMÅKRAFT GREEN BOND 1 AS,921075758,Trøndelag,50,Lierne,42,2018,2018,5.1,18.595,187.1,3.25,0.436,4,307.3AB2Z,True,2018-09-27T00:00:00,"[{'KdbID': 6117, 'Tittel': 'Fiskløysa kraftverk'}]",Idrift,,,Faxälven,,965,False,,10,NVE - område: 10
1063,Fiskå Mølle,Kraftverk,K,,,Rogaland,11,Strand,30,1984,1984,0.1,0.473,,,,2,033.1A,True,1984-01-01T00:00:00,[],Idrift,,,Fiskåna,,999,False,,4,NVE - område: 4
2021,Fivelandselva,Kraftverk,K,SMÅKRAFT GREEN BOND 2 AS,825750932,Rogaland,11,Sauda,35,2020,2020,3.06,9.125,244.74,1.5,0.567,2,037.AA0,True,2020-12-10T00:00:00,"[{'KdbID': 6997, 'Tittel': 'Fivelandselva kraftverk'}]",Idrift,,,Saudavassdraget,,170,False,,5,NVE - område: 5
85,Fivlemyr,Kraftverk,K,HYDRO ENERGI AS,930187240,Vestland,46,Luster,44,1962,1962,2.0,8.411,230.0,1.1,0.504,5,075.DB,True,1962-01-01T00:00:00,"[{'KdbID': 85, 'Tittel': 'Erverv og reg. av Fortun-Grandfastavassdragene m.v.'}]",Idrift,,,Fortunvassdraget,03,307,False,,7,NVE - område: 7
1327,Fjellanger,Kraftverk,K,FJELLANGER KRAFTVERK AS,987394005,Vestland,46,Vaksdal,28,2006,2006,0.8,3.416,100.0,,,5,063.A8Z,True,2006-10-09T00:00:00,"[{'KdbID': 3944, 'Tittel': 'Fjellanger minikraftverk'}]",Idrift,,,Eksingedalsvassdraget,,999,False,,6,NVE - område: 6
1801,Fjellet,Kraftverk,K,LØVENSKIOLD-FOSSUM KRAFT AS,994200682,Telemark ,40,Skien,03,2015,2015,4.3,11.363,183.0,2.7,0.442,2,016.AF,True,2015-01-30T00:00:00,"[{'KdbID': 4288, 'Tittel': 'Fjellet kraftverk, Godal kraftverk med reg. og overføring'}]",Idrift,,,Skiensvassdraget,05,078,False,,3,NVE - område: 3
1546,Fjellhaugen,Kraftverk,K,FJELLHAUGEN SKISENTER AS,962979327,Vestland,46,Kvinnherad,17,2008,2008,0.16,0.431,,,,2,042.B1,True,2008-09-15T00:00:00,"[{'KdbID': 4626, 'Tittel': 'Fjellhaugen minikraftverk'}]",Idrift,,,Blåelva,,193,False,,5,NVE - område: 5
1764,Fjelna,Kraftverk,K,NORDIC POWER AS,914341183,Trøndelag,50,Heim,55,2015,2015,4.83,12.306,82.5,7.5,0.179,3,113.A0,True,2015-03-11T00:00:00,"[{'KdbID': 5016, 'Tittel': 'Fjelna kraftverk'}]",Idrift,,,Fjelna,03,463,False,,8,NVE - område: 8
2045,Fjerdingelva,Kraftverk,K,FJERDINGELVA AS,916054998,Trøndelag,50,Grong,45,2022,2022,5.1,17.025,88.0,6.82,0.207,4,139.D3Z,True,2022-05-12T00:00:00,"[{'KdbID': 5655, 'Tittel': 'Fjerdingelva kraftverk'}]",Idrift,,,Namsen,50,579,False,,10,NVE - område: 10
86,Fjone,Kraftverk,K,SKAGERAK KRAFT AS,979563531,Telemark ,40,Nissedal,30,1970,1970,50.0,128.707,258.0,22.51,0.616,2,019.F420,True,1970-04-10T00:00:00,"[{'KdbID': 783, 'Tittel': 'Reg. av Napevatn - Rudsvatn i forb.m. bygging av Fjone kraftv.'}]",Idrift,,,Arendalsvassdraget,21,105,False,,3,NVE - område: 3
87,Fjæremsfoss,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Trøndelag,50,Trondheim,01,1957,1957,18.8,99.066,27.0,80.33,0.064,3,123.A5,True,1957-01-01T00:00:00,[],Idrift,,,Nidelvvassdraget,03,499,False,,9,NVE - område: 9
1358,Flaen Mølle,Kraftverk,K,,,Akershus,32,Hurdal,42,2006,2006,0.021,0.018,,,,1,002.DAC3,True,2006-01-01T00:00:00,"[{'KdbID': 4310, 'Tittel': 'Mikrokraftverk i Flaen mølle'}]",Idrift,,,Glommavassdraget,,004,False,,1,NVE - område: 1
2067,Flateland,Kraftverk,K,VEGUSDAL KRAFTVERK AS,977359805,Agder,42,Birkenes,16,2024,2024,9.9,47.0,150.33,7.5,0.367,2,020.BBA0,True,2024-01-18T00:00:00,"[{'KdbID': 3973, 'Tittel': 'Flateland kraftverk'}, {'KdbID': 7527, 'Tittel': 'Planendring Flateland kraftverk'}]",Idrift,,,Tovdalsvassdraget,22,111,False,,4,NVE - område: 4
